total_pop,pop_density,housing_density,County,hh_income,land_use,State,EPA_region,native_prop,Climate_Zone
45248,89.4,41.2,26023,42133,5,26,5,0.004000176803394625,East North Central
136146,192.8,86.4,26025,42568,4,26,5,0.006103741571548191,East North Central
52293,106.7,52.8,26027,45177,3,26,5,0.009638001262119214,East North Central
25949,62.3,41.4,26029,48704,6,26,5,0.014721183860649736,East North Central
26152,36.6,25.6,26031,37903,6,26,5,0.02974915876414806,East North Central
38520,24.7,13.6,26033,40194,5,26,5,0.15752855659397716,East North Central
30926,54.8,41.2,26035,34399,6,26,5,0.006661061889672121,East North Central
75382,133.1,54.2,26037,58016,3,26,5,0.004417500198986495,East North Central
14074,25.3,19.9,26039,39665,6,26,5,0.005400028421202217,East North Central
37069,31.7,17.3,26041,41951,5,26,5,0.023577652485904665,East North Central
26168,34.4,18.4,26043,42586,5,26,5,0.00554111892387649,East North Central
107759,187.4,81.8,26045,54885,3,26,5,0.004324464777883982,East North Central
32694,69.9,45.6,26047,49235,6,26,5,0.03664280907811831,East North Central
425790,668.5,301.7,26049,43483,3,26,5,0.0052889922262148005,East North Central
25692,51.2,35.2,26051,37936,6,26,5,0.004748559862992371,East North Central
16427,14.9,9.8,26053,33673,6,26,5,0.02398490290375601,East North Central
86986,187.3,89.6,26055,50647,5,26,5,0.011611063849355069,East North Central
42476,74.7,28.7,26057,40114,5,26,5,0.00463791317449854,East North Central
46688,78.1,36.4,26059,42989,5,26,5,0.003726867717614805,East North Central
36628,36.3,18.5,26061,34174,5,26,5,0.005624112700666157,East North Central
33118,39.6,25.4,26063,40038,6,26,5,0.0032308714294341447,East North Central
280895,505.1,218.1,26065,45808,3,26,5,0.0055038359529361505,East North Central
63905,111.9,43.4,26067,46454,5,26,5,0.004522337845239027,East North Central
25887,47.1,37.2,26069,36861,6,26,5,0.006567002742689381,East North Central
11817,10.1,7.9,26071,33734,6,26,5,0.009477870864009478,East North Central
70311,122.8,49.6,26073,36880,5,26,5,0.034333176885551334,East North Central
160248,228.4,99,26075,46117,4,26,5,0.003694273875492986,East North Central
250331,445.7,195.9,26077,44794,3,26,5,0.004230398951787833,East North Central
17153,30.6,21.7,26079,39350,5,26,5,0.008744825977963038,East North Central
602622,711.5,291.5,26081,49532,1,26,5,0.00507117231033716,East North Central
2156,4,4.6,26083,38872,5,26,5,0.0013914656771799629,East North Central
11539,20.3,26.4,26085,31205,6,26,5,0.007799636016985874,East North Central
88319,137.4,56.5,26087,55005,2,26,5,0.004563004563004563,East North Central
21708,62.5,43,26089,56527,5,26,5,0.035148332412014004,East North Central
99892,133.3,58,26091,48618,5,26,5,0.004755135546390101,East North Central
180967,320.2,128.8,26093,72129,2,26,5,0.0039067896356794335,East North Central
6631,7.4,4.8,26095,40041,6,26,5,0.05021866988387875,East North Central
11113,10.9,10.8,26097,39339,6,26,5,0.17304058310087286,East North Central
840978,1754.9,744.2,26099,53996,2,26,5,0.003146336765052118,East North Central
24733,45.6,28.9,26101,40853,6,26,5,0.020862814862734,East North Central
67077,37.1,19,26103,45130,5,26,5,0.017308466389373407,East North Central
28705,58,34.9,26105,40039,5,26,5,0.010067932415955409,East North Central
42798,77.1,38.1,26107,35887,5,26,5,0.006261974858638254,East North Central
24029,23,13.6,26109,41332,5,26,5,0.026967414374297723,East North Central
83629,162,69.7,26111,51103,4,26,5,0.004412344999940212,East North Central
14849,26.3,16.1,26113,40376,5,26,5,0.005656946595730353,East North Central
152021,276.7,114.6,26115,55366,4,26,5,0.0030719440077357735,East North Central
63342,89.8,40,26117,39775,2,26,5,0.004704619367875975,East North Central
9765,17.9,17.6,26119,34447,6,26,5,0.0044034818228366615,East North Central
172188,344.9,147.3,26121,40670,4,26,5,0.008171301135967663,East North Central
48460,59.6,30.8,26123,43218,6,26,5,0.0076764341725134135,East North Central
1202362,1385.7,607.7,26125,66390,2,26,5,0.0028078066339421903,East North Central
26570,51.9,31.1,26127,39543,6,26,5,0.010726383138878434,East North Central
21699,38.5,28.5,26129,35968,6,26,5,0.007235356468040002,East North Central
6780,5.2,4.3,26131,35269,6,26,5,0.010766961651917404,East North Central
23528,41.5,24.1,26133,38341,6,26,5,0.005440326419585175,East North Central
8640,15.3,16.1,26135,32346,6,26,5,0.005671296296296297,East North Central
24164,46.9,28.6,26137,45531,6,26,5,0.006621420294653203,East North Central
263801,468.2,181.9,26139,55095,2,26,5,0.004325230002918867,East North Central
13376,20.3,15.8,26141,37383,6,26,5,0.006653708133971292,East North Central
24449,47.1,47.1,26143,33542,6,26,5,0.0060125158493189905,East North Central
200169,250.2,108.5,26145,42954,4,26,5,0.004381297803356164,East North Central
163040,226.1,99.6,26147,49120,2,26,5,0.0044712953876349364,East North Central
61295,122.4,55.5,26149,44392,5,26,5,0.004568072436577209,East North Central
43114,44.8,23.6,26151,40818,6,26,5,0.004522892795843577,East North Central
8485,7.2,5.4,26153,36925,6,26,5,0.08768414849734826,East North Central
70648,133.1,57.1,26155,46453,5,26,5,0.004954138829124675,East North Central
55729,69.4,30.4,26157,42198,6,26,5,0.0048089863446320585,East North Central
76258,125.5,60.6,26159,44435,3,26,5,0.008772850061632878,East North Central
344791,488.4,209,26161,59065,3,26,5,0.003404961266390364,East North Central
1820584(r45185),2974.4,1342.5,26163,42241,1,26,5,0.0038399766228858433,East North Central
32735,57.9,29.6,26165,39997,5,26,5,0.006262410264243165,East North Central
16202,8.9,8.8,27001,40226,6,27,5,0.024071102333045304,East North Central
330844,782.1,299.5,27003,69028,2,27,5,0.0068219462949305415,East North Central
32504,24.7,14.3,27005,46056,6,27,5,0.07552916564115186,East North Central
44442,17.7,8.2,27007,43394,5,27,5,0.20260114306286844,East North Central
38451,94.2,39.5,27009,50848,4,27,5,0.004135133026449247,East North Central
5269,10.6,6.2,27011,42870,6,27,5,0.0041753653444676405,East North Central
64013,85.6,35,27013,47871,4,27,5,0.0027806851733241686,East North Central
25893,42.4,18.8,27015,47696,5,27,5,8.110300081103001e-4,East North Central
35386,41.1,18.2,27017,52858,3,27,5,0.05894986717911038,East North Central
91042,256.9,97.5,27019,80280,2,27,5,0.00228465982733244,East North Central
28567,14.1,12.3,27021,42445,5,27,5,0.11187734098785311,East North Central
12441,21.4,9.8,27023,43956,6,27,5,0.009565147496181979,East North Central
53887,129.9,51,27025,64726,2,27,5,0.006012581884313471,East North Central
58999,56.4,22.9,27027,50057,4,27,5,0.013610400176274174,East North Central
8695,8.7,4.8,27029,39310,6,27,5,0.0899367452558942,East North Central
5176,3.6,4,27031,49162,6,27,5,0.08616692426584235,East North Central
11687,18.3,8.5,27033,40292,6,27,5,0.0023102592624283393,East North Central
62500,62.6,40.2,27035,44659,5,27,5,0.008416,East North Central
398552,709,283.9,27037,72850,2,27,5,0.004132459503402316,East North Central
20087,45.7,18.1,27039,64438,4,27,5,0.002688305869467815,East North Central
36009,56.5,31.2,27041,46789,5,27,5,0.002915937682246105,East North Central
14553,20.4,10,27043,41631,6,27,5,0.004260289974575689,East North Central
20866,24.2,11.3,27045,45888,4,27,5,0.001054346784242308,East North Central
31255,44.2,20.1,27047,43090,5,27,5,0.0021756518956966885,East North Central
46183,61,26.9,27049,56366,5,27,5,0.011541043241019422,East North Central
6018,11,6.1,27051,41697,6,27,5,0.0014955134596211367,East North Central
1152425,2081.7,920.3,27053,61328,1,27,5,0.009190185912315334,East North Central
19027,34.5,15.6,27055,50855,4,27,5,0.0017343774636043518,East North Central
20428,22.1,15.8,27057,45066,6,27,5,0.02726649696495007,East North Central
37816,86.8,35.2,27059,57260,2,27,5,0.004601226993865031,East North Central
45058,16.9,10.1,27061,45621,6,27,5,0.034799591637445074,East North Central
10266,14.6,7.1,27063,46869,6,27,5,0.0023378141437755697,East North Central
16239,31.1,15,27065,45672,6,27,5,0.005542213190467393,East North Central
42239,53,24.4,27067,49512,5,27,5,0.0030777243779445537,East North Central
4552,4.1,2.4,27069,47568,6,27,5,8.787346221441124e-4,East North Central
13311,4.3,2.5,27071,39571,6,27,5,0.023364134926001052,East North Central
7259,9.5,4.8,27073,45550,6,27,5,0.00234192037470726,East North Central
10866,5.2,3.6,27075,46765,6,27,5,0.004693539480949751,East North Central
4045,3.1,2.8,27077,46080,6,27,5,0.0069221260815822,East North Central
27703,61.7,27.7,27079,57477,2,27,5,0.0029238710608959317,East North Central
5896,11,5.8,27081,44672,6,27,5,0.0015264586160108548,East North Central
25857,36.2,15.5,27083,46872,5,27,5,0.004408864137370925,East North Central
36651,74.6,32.1,27085,58544,5,27,5,0.0027557228997844535,East North Central
5413,9.7,5,27087,38523,6,27,5,0.40920007389617585,East North Central
9439,5.3,2.7,27089,48565,6,27,5,0.004555567327047357,East North Central
20840,29.3,14.1,27091,43960,6,27,5,0.0028310940499040307,East North Central
23300,38.3,17.6,27093,51173,6,27,5,0.001888412017167382,East North Central
26097,45.6,22.3,27095,45273,2,27,5,0.06019849024792122,East North Central
33198,29.5,14,27097,47085,6,27,5,0.0019880715705765406,East North Central
39163,55.1,23.9,27099,44497,5,27,5,0.002476827617904655,East North Central
8725,12.4,6.5,27101,45657,6,27,5,0.0012607449856733525,East North Central
32727,73,28.7,27103,57540,4,27,5,0.0030250252085434045,East North Central
21378,29.9,11.9,27105,43040,5,27,5,0.005192253718776312,East North Central
6852,7.9,3.9,27107,41784,6,27,5,0.01590776415645067,East North Central
144248,220.8,92.6,27109,64090,4,27,5,0.0024471743109089903,East North Central
57303,29.1,18,27111,43478,5,27,5,0.004868855033767865,East North Central
13930,22.6,10.2,27113,44926,6,27,5,0.015290739411342427,East North Central
29750,21.1,12.2,27115,43938,6,27,5,0.030957983193277312,East North Central
9596,20.6,9.6,27117,40589,6,27,5,0.010421008753647354,East North Central
31600,16,7.4,27119,47233,4,27,5,0.014335443037974684,East North Central
10995,16.4,9.6,27121,47196,6,27,5,0.00218281036834925,East North Central
508640,3341.6,1426.9,27123,51915,1,27,5,0.007948647373387858,East North Central
4089,9.5,4.5,27125,47835,6,27,5,0.012717045732452923,East North Central
16059,18.3,8.3,27127,44181,6,27,5,0.0495672208730307,East North Central
15730,16,7.5,27129,47623,6,27,5,0.005785123966942148,East North Central
64142,129.4,49.3,27131,58771,5,27,5,0.004677122634155467,East North Central
9687,20.1,8.8,27133,45411,6,27,5,0.003509858573345721,East North Central
15629,9.3,4.5,27135,49400,6,27,5,0.012860707658839338,East North Central
200226,32,16.5,27137,44941,3,27,5,0.022359733501143706,East North Central
129928,364.5,132.2,27139,82190,2,27,5,0.008250723477618373,East North Central
88499,204.4,74.8,27141,71704,2,27,5,0.004960508028339303,East North Central
15226,25.9,11.2,27143,51449,2,27,5,0.0019703139366872456,East North Central
150642,112.2,46.1,27145,51779,4,27,5,0.0031398945845116234,East North Central
36576,85.1,35.7,27147,55321,5,27,5,0.002351268591426072,East North Central
9726,17.3,7.4,27149,47055,6,27,5,0.009150730002056344,East North Central
9783,13.2,6.5,27151,41486,6,27,5,0.0036798528058877645,East North Central
24895,26.3,13.7,27153,42927,6,27,5,0.0034946776461136776,East North Central
3558,6.2,3.6,27155,41287,6,27,5,0.03906689151208544,East North Central
21676,41.4,19.1,27157,51112,4,27,5,0.0017530909761948698,East North Central
13843,25.8,12.9,27159,34686,6,27,5,0.004695513978183919,East North Central
19136,45.2,18.7,27161,50552,6,27,5,0.007734113712374582,East North Central
238136,619.7,240.4,27163,79109,2,27,5,0.004568817818389492,East North Central
11211,25.8,11.6,27165,44228,6,27,5,0.004281509232004281,East North Central
6576,8.8,4.1,27167,48692,5,27,5,0.009732360097323601,East North Central
51461,82.2,33.2,27169,44217,5,27,5,0.002584481451973339,East North Central
124700,188.5,74.1,27171,67963,2,27,5,0.003360064153969527,East North Central
10438,13.8,6.3,27173,50288,6,27,5,0.030082391262694002,East North Central
32297,69.8,31.7,28001,27096,5,28,4,0.003220113323218875,South
37057,92.6,42.7,28003,32342,5,28,4,0.002077880022667782,South
13131,18,9.1,28005,27615,5,28,4,0.001675424567816617,South
19564,26.6,12.4,28007,28508,6,28,4,0.0022490288284604375,South
8729,21.5,10.3,28009,29202,2,28,4,0.0028640164967350212,South
34145,39,16.1,28011,26005,5,28,4,0.0012300483233269879,South
14962,25.5,11.8,28013,28484,6,28,4,0.0011362117363988772,South
10597,16.9,8,28015,29290,5,28,4,0.00141549495140134,South
17392,34.7,15,28017,30092,6,28,4,0.0013224471021159154,South
8547,20.4,9.9,28019,30994,6,28,4,0.001872001872001872,South
9604,19.7,8.7,28021,24150,5,28,4,9.37109537692628e-4,South
16732,24.2,11.4,28023,29103,5,28,4,0.0035859431030360986,South
20634,50.3,22.4,28025,31727,6,28,4,0.001308519918580983,South
26151,47.3,19.5,28027,24726,5,28,4,8.795074758135445e-4,South
29449,37.9,15.7,28029,36637,3,28,4,0.001969506604638528,South
19568,47.3,20.5,28031,32456,6,28,4,0.0012264922322158627,South
161252,338.7,129.4,28033,59418,2,28,4,0.0026790365390816856,South
74934,160.7,69.2,28035,34448,4,28,4,0.0024688392452024447,South
8118,14.4,7.4,28037,33324,6,28,4,0.0017245627001724563,South
22578,47.2,19.5,28039,45492,6,28,4,0.0030560722827531225,South
14400,20.2,7.2,28041,40828,6,28,4,0.002777777777777778,South
21906,51.9,24.1,28043,32901,5,28,4,0.0016433853738701725,South
43929,92.7,46.1,28045,44494,3,28,4,0.004848733183090897,South
187105,326,148.4,28047,45668,3,28,4,0.004612383421073728,South
245285,282,118.9,28049,39215,3,28,4,0.001528833805573109,South
19198,25.4,11.1,28051,21375,6,28,4,9.896864256693405e-4,South
9375,22.4,9.2,28053,25131,6,28,4,0.00128,South
1406,3.4,1.4,28055,21360,6,28,4,0.0021337126600284497,South
23401,43.9,19,28057,37588,5,28,4,0.0020084611768727834,South
139668,193.2,83.1,28059,47906,3,28,4,0.0040453074433656954,South
17062,25.2,12.1,28061,30177,5,28,4,9.963661938811393e-4,South
7726,14.9,7.1,28063,24304,6,28,4,0.0016826300802485115,South
12487,30.6,14.4,28065,25986,6,28,4,0.00256266517177865,South
67761,97.5,40.9,28067,36017,5,28,4,0.00484054249494547,South
10456,13.6,6.2,28069,25649,5,28,4,0.03682096403978577,South
47351,75,36,28071,39080,5,28,4,0.002555384257988216,South
55658,112,48.4,28073,48048,4,28,4,0.002227891767580581,South
80261,114.1,49.3,28075,33926,5,28,4,0.002217764543177882,South
12929,30,14,28077,35593,6,28,4,0.0013922190424626808,South
23805,40.8,16.1,28079,31986,6,28,4,0.06044948540222642,South
82910,184.3,79.7,28081,39049,5,28,4,0.0015920878060547582,South
32317,54.5,22.3,28083,22020,5,28,4,0.00213509917380945,South
34869,59.5,26,28085,38405,5,28,4,0.0018067624537554847,South
59779,118.3,52.5,28087,37607,5,28,4,0.001890295923317553,South
95203,133.2,54,28089,59585,3,28,4,0.0017331386615967983,South
27088,49.9,21.8,28091,31332,6,28,4,0.001698168930891908,South
37144,52.6,21.1,28093,34183,2,28,4,0.0022614688778806805,South
36989,48.3,21.5,28095,35685,6,28,4,0.0017032090621536132,South
10925,26.8,12.8,28097,31488,6,28,4,0.0014645308924485126,South
29676,52.1,21.7,28099,34905,6,28,4,0.16225232511120097,South
21720,37.6,16.2,28101,36154,6,28,4,0.05027624309392265,South
11545,16.6,7.4,28103,22178,6,28,4,0.0017323516673884798,South
47671,104,45.7,28105,30320,5,28,4,0.0019089173711480775,South
34707,50.7,21.5,28107,34030,6,28,4,0.002189759990779958,South
55834,68.9,29.6,28109,40038,5,28,4,0.0055879929791883085,South
12250,18.9,8.5,28111,38887,4,28,4,0.0029387755102040815,South
40404,98.8,43.7,28113,30779,5,28,4,0.002871002871002871,South
29957,60.2,25,28115,38420,5,28,4,0.0022365390392896484,South
25276,60.9,26.6,28117,31262,6,28,4,0.001740781769267289,South
8223,20.3,8.9,28119,24169,6,28,4,0.002310592241274474,South
141617,182.6,72.8,28121,54028,3,28,4,0.0018359377758319975,South
28264,46.4,18.8,28123,35765,6,28,4,0.0030781205774129635,South
4916,11.4,4.9,28125,30129,6,28,4,6.102522375915378e-4,South
27503,46.7,20.3,28127,36739,3,28,4,0.0017816238228556885,South
16491,25.9,11.4,28129,37176,6,28,4,0.0011521435934752288,South
17786,39.9,16.1,28131,43728,6,28,4,0.005060159676149781,South
29450,42.2,13.9,28133,25012,5,28,4,0.001901528013582343,South
15378,23.8,8.6,28135,24668,6,28,4,0.0027311744049941474,South
28886,71.4,27,28137,41102,2,28,4,0.002146368483002146,South
22232,48.6,21.2,28139,32109,6,28,4,0.002428931270241094,South
19593,46.2,24.3,28141,30211,6,28,4,0.00188842954116266,South
10778,23.7,10.6,28143,29994,2,28,4,0.001298942289849694,South
27134,65.3,27.7,28145,35928,6,28,4,0.0016952900420137097,South
15443,38.2,17.7,28147,33054,6,28,4,0.0035614841675840185,South
48773,82.9,37.2,28149,40404,5,28,4,0.002644905993069936,South
51137,70.6,30,28151,27797,5,28,4,0.0013493165418385904,South
20747,25.6,11.4,28153,31081,6,28,4,0.0018797898491348147,South
10253,24.4,11.4,28155,34107,6,28,4,0.0020481810201892128,South
9878,14.6,7.4,28157,28066,6,28,4,0.0012148208139299453,South
19198,31.6,14.4,28159,30738,6,28,4,0.011407438274820294,South
12678,27.1,13.6,28161,29911,6,28,4,0.0025240574223063575,South
28065,30.4,10.9,28163,27356,3,28,4,0.002921788704792446,South
25607,45.1,19.9,29001,31176,5,29,7,0.003085093919631351,Central
17291,40,16.9,29003,52720,4,29,7,0.002949511306460008,Central
5685,10.4,5.5,29005,42375,6,29,7,0.001759014951627089,Central
25529,36.9,15.7,29007,40935,5,29,7,0.003564573622155196,Central
35597,45.7,22.5,29009,36143,6,29,7,0.008905244824002023,Central
12402,21,9.5,29011,39573,6,29,7,0.011449766166747298,Central
17049,20.4,9.4,29013,38882,2,29,7,0.006100064519913191,Central
19056,27.1,20.1,29015,33305,6,29,7,0.006139798488664987,Central
12363,20,9.5,29017,33938,4,29,7,0.006228261748766481,Central
162642,237.3,101.5,29019,45786,4,29,7,0.0038366473604603975,Central
89201,218.6,94.2,29021,42393,4,29,7,0.004439412114213967,Central
42794,61.6,28.4,29023,33525,5,29,7,0.0054680562695705,Central
9424,22.1,10.8,29025,39439,2,29,7,0.0038200339558573855,Central
44332,53.1,22.2,29027,49544,4,29,7,0.004894884056663358,Central
44002,67.1,62.8,29029,44617,6,29,7,0.00497704649788646,Central
75674,130.8,56.4,29031,44479,4,29,7,0.0024579115680418637,Central
9295,13.4,6.7,29033,41619,6,29,7,0.0022592791823561054,Central
6265,12.3,6.4,29035,28408,6,29,7,0.0111731843575419,Central
99478,142.8,57.4,29037,60097,2,29,7,0.005468545809123626,Central
13982,29.5,15.2,29039,32800,6,29,7,0.005936203690459162,Central
7831,10.4,5.5,29041,41558,6,29,7,0.002426254629038437,Central
77422,137.6,56.1,29043,51135,3,29,7,0.00634186665288936,Central
7139,14.1,6.9,29045,38133,5,29,7,0.0012606807676145118,Central
221939,558.6,236.4,29047,58559,2,29,7,0.005298753261031184,Central
20743,49.5,21.2,29049,51915,2,29,7,0.007375982259075351,Central
75990,193,82.1,29051,53877,4,29,7,0.003184629556520595,Central
17601,31.2,13.2,29053,42586,6,29,7,0.003295267314357139,Central
24696,33.3,16.1,29055,34506,6,29,7,0.0045351473922902496,Central
7883,16.1,8.1,29057,32714,6,29,7,0.008879868070531524,Central
16777,31,14.2,29059,38101,3,29,7,0.008463968528342374,Central
8433,15,7.5,29061,39925,6,29,7,0.0037946163879995255,Central
12892,30.6,10.3,29063,43267,4,29,7,0.004343779087806391,Central
15657,20.8,9.7,29065,36118,6,29,7,0.008622341444721212,Central
13684,16.8,8,29067,30968,6,29,7,0.005627009646302251,Central
31953,59.1,26.6,29069,29375,5,29,7,0.002222013582449222,Central
101492,110,47.1,29071,49120,2,29,7,0.003133251881921728,Central
15222,29.4,15.8,29073,40837,6,29,7,0.00210222047037183,Central
6738,13.7,6.5,29075,35556,6,29,7,0.00192935589195607,Central
275174,407.5,185.7,29077,41059,3,29,7,0.0067448232754548035,Central
10261,23.6,11.5,29079,35239,6,29,7,0.004190624695448787,Central
